epoch,acc,loss,vacc,vloss
0,0.223842907315,2.12713435039,0.288333333731,2.26603094546
1,0.328802714755,1.68949408375,0.358000000318,1.75353080432
2,0.409717557986,1.51100070126,0.473000000954,1.34875770632
3,0.456308105586,1.3980139499,0.489666666985,1.33589752833
4,0.487557000691,1.3219532129,0.514666667144,1.26208387756
5,0.510286683565,1.26956370586,0.539666667302,1.17726286379
6,0.530842376831,1.21831236394,0.566666666826,1.13273221302
7,0.544787726454,1.18504275951,0.585666666349,1.09740336291
8,0.562957333109,1.14624224081,0.538333333174,1.23410251872
9,0.573438438763,1.11442005294,0.583333333015,1.12638657204
10,0.584962352665,1.09287104341,0.586333334287,1.08668479649
11,0.597238163808,1.06280919319,0.50866666762,1.29359735711
12,0.607992505597,1.02979016091,0.575666666349,1.14951502943
13,0.617006609924,1.01386513985,0.568333333492,1.16596447563
14,0.627805860584,0.986124367942,0.597000000795,1.07005245717
15,0.63280780472,0.970995291152,0.602333333969,1.08449841293
16,0.645180104858,0.943603964004,0.556666666667,1.17887817128
17,0.652744882792,0.922183299088,0.595333333015,1.11336658128
18,0.660504082668,0.901277842404,0.606666666826,1.09120643489
19,0.670260525048,0.88119853686,0.593333333492,1.13453788376
20,0.675633638215,0.864669853483,0.604999999364,1.16026095041
21,0.68250910217,0.842240730126,0.556333333015,1.24016429774
22,0.692030584613,0.825763832533,0.581666666985,1.1665426089
23,0.700519636182,0.80787755262,0.611000001272,1.15528396066
24,0.703241542293,0.802391932679,0.604000000159,1.19669391123
25,0.706405315949,0.785412626494,0.600000000477,1.17647271665
26,0.714889179096,0.765690452926,0.620666666985,1.14212630749
27,0.719926472744,0.749043815534,0.607000000954,1.21248828316
28,0.723655837378,0.745634216305,0.609666667302,1.16853617827
29,0.732687616653,0.724968710362,0.616666667302,1.17973322042
